"hours_studied","extracurricular_activities","sleep_hours","physical_activity","exam_score"
15,"Yes",9,4,65
15,"Yes",6,2,63
14,"Yes",5,3,65
15,"Yes",8,1,66
18,"Yes",5,4,64
13,"No",6,2,65
21,"Yes",8,4,64
20,"No",8,3,63
17,"Yes",6,3,65
10,"No",4,3,60
17,"No",8,3,64
18,"No",6,1,65
22,"No",8,5,64
25,"Yes",8,3,64
14,"Yes",7,3,63
10,"No",7,3,66
7,"Yes",9,3,65
8,"Yes",7,2,63
22,"Yes",7,2,64
17,"No",7,4,62
25,"Yes",5,3,66
10,"No",5,1,65
9,"No",10,3,65
20,"Yes",7,2,63
21,"No",9,4,66
20,"No",8,3,61
14,"Yes",4,4,64
19,"Yes",8,4,64
11,"Yes",5,3,65
17,"No",6,3,61
13,"Yes",8,3,61
13,"No",7,4,66
13,"Yes",9,1,60
7,"No",7,3,64
17,"Yes",9,3,64
15,"Yes",4,3,66
11,"Yes",6,4,62
7,"Yes",6,3,65
21,"Yes",8,3,65
21,"Yes",6,3,66
21,"Yes",8,3,64
12,"No",7,3,63
25,"No",7,3,62
24,"No",8,3,65
9,"Yes",8,5,64
13,"No",7,5,62
23,"No",8,3,66
17,"Yes",7,4,61
25,"Yes",9,2,66
24,"Yes",7,1,64
8,"Yes",5,4,61
17,"No",8,3,65
13,"Yes",6,3,62
13,"No",7,3,61
19,"No",8,3,64
19,"No",9,3,65
24,"No",6,1,64
9,"Yes",7,4,61
16,"Yes",4,3,64
18,"No",8,4,66
16,"Yes",8,3,65
20,"Yes",5,3,66
27,"No",7,2,66
22,"No",7,2,65
16,"Yes",5,4,65
16,"No",5,3,63
19,"Yes",9,3,66
12,"No",8,2,66
17,"No",7,4,62
21,"Yes",6,4,65
13,"Yes",7,2,62
26,"Yes",7,3,66
18,"Yes",6,4,66
19,"No",6,5,62
20,"No",8,2,64
16,"No",7,4,63
8,"No",8,2,62
22,"Yes",4,3,62
21,"Yes",7,2,66
29,"No",5,4,64
22,"No",6,3,65
19,"No",7,5,66
20,"No",8,3,65
6,"Yes",8,3,64
24,"Yes",8,3,65
16,"Yes",10,1,66
18,"No",4,1,64
32,"Yes",9,3,65
23,"Yes",8,2,65
12,"Yes",6,2,65
16,"Yes",7,3,63
7,"No",9,3,62
12,"Yes",7,2,66
14,"Yes",6,2,66
5,"No",7,2,56
19,"No",10,3,64
21,"No",8,3,65
11,"No",8,3,62
24,"No",10,3,62
11,"Yes",8,2,58
16,"No",9,4,60
16,"No",7,3,66
15,"Yes",7,3,66
16,"No",7,3,59
21,"Yes",7,4,65
14,"No",5,3,61
18,"Yes",6,3,63
27,"Yes",7,4,66
10,"No",6,2,61
17,"Yes",4,4,66
14,"Yes",5,2,62
22,"Yes",7,2,65
19,"No",9,3,62
24,"Yes",8,4,64
20,"Yes",7,2,63
20,"No",7,5,63
20,"No",8,2,65
14,"No",5,3,63
20,"No",5,4,66
18,"No",9,2,59
8,"No",8,4,66
20,"No",6,2,63
16,"Yes",8,4,66
16,"Yes",5,1,65
4,"Yes",5,1,60
27,"No",8,4,63
17,"No",9,2,64
15,"No",6,4,63
22,"Yes",8,2,65
10,"Yes",8,2,65
22,"Yes",5,2,61
18,"Yes",6,3,66
23,"Yes",9,3,66
19,"Yes",7,3,65
19,"No",6,3,65
26,"No",6,3,66
21,"Yes",7,2,64
24,"Yes",8,3,64
5,"Yes",7,3,64
19,"Yes",6,4,63
22,"No",4,3,64
14,"Yes",9,4,62
19,"No",10,3,62
26,"Yes",8,3,66
22,"Yes",9,3,65
16,"Yes",5,3,66
21,"Yes",8,5,66
22,"Yes",8,3,65
15,"Yes",7,2,66
24,"Yes",9,3,63
14,"Yes",7,2,62
18,"No",8,1,64
21,"No",7,2,61
3,"Yes",10,4,66
28,"Yes",6,4,66
16,"No",5,3,65
19,"No",6,1,61
20,"Yes",6,5,65
27,"No",6,3,66
15,"No",6,3,62
15,"No",10,2,61
20,"Yes",6,3,66
16,"Yes",8,3,62
14,"Yes",6,2,64
17,"Yes",7,2,63
10,"Yes",7,4,62
16,"No",6,3,64
12,"Yes",7,2,66
17,"Yes",6,4,64
18,"Yes",7,2,63
17,"Yes",8,5,65
11,"Yes",7,3,66
17,"Yes",8,4,65
12,"No",7,3,60
20,"No",10,2,65
10,"Yes",6,2,64
14,"No",6,2,62
16,"Yes",7,4,65
19,"No",7,3,62
19,"Yes",10,3,63
20,"No",8,3,64
7,"Yes",6,2,64
25,"No",6,2,66
22,"Yes",9,3,64
17,"Yes",7,5,66
18,"Yes",7,3,65
9,"Yes",10,3,57
15,"Yes",5,2,63
16,"No",7,3,66
17,"Yes",6,3,64
13,"No",8,3,65
7,"No",10,4,64
19,"Yes",6,4,62
20,"No",5,2,64
20,"No",7,2,64
16,"No",7,4,66
21,"Yes",6,4,65
22,"No",5,2,63
14,"No",7,2,62
11,"Yes",8,4,65
9,"Yes",7,3,66
22,"No",7,4,66
18,"Yes",8,1,64
14,"No",4,4,61
20,"Yes",9,5,66
13,"Yes",7,4,66
12,"No",5,5,64
19,"No",6,3,64
18,"No",9,4,64
17,"Yes",7,3,63
20,"No",8,2,64
14,"No",7,3,64
12,"No",7,2,59
20,"No",8,3,66
10,"Yes",7,4,62
19,"No",8,3,66
15,"Yes",6,5,65
12,"Yes",7,2,64
18,"Yes",7,3,66
13,"Yes",9,2,64
16,"Yes",7,1,63
19,"Yes",6,5,66
10,"No",9,5,61
21,"Yes",7,3,65
10,"No",9,1,58
5,"Yes",6,2,62
21,"Yes",8,3,65
23,"Yes",4,4,66
19,"Yes",8,2,61
18,"Yes",8,2,64
27,"No",5,3,64
21,"Yes",9,2,64
6,"Yes",7,4,61
5,"No",7,3,64
15,"Yes",7,3,65
18,"Yes",7,2,66
20,"No",4,4,64
13,"No",9,3,61
16,"No",7,3,65
10,"No",7,3,59
19,"Yes",6,2,63
20,"Yes",6,3,64
21,"No",8,4,63
13,"No",7,2,65
17,"No",10,3,66
9,"Yes",7,3,64
29,"No",7,4,64
13,"No",10,4,59
16,"Yes",7,4,65
22,"Yes",10,3,66
11,"Yes",5,4,62
7,"No",6,3,65
14,"Yes",8,3,66
14,"No",10,3,65
17,"No",9,3,64
14,"Yes",6,2,64
9,"Yes",6,6,65
7,"Yes",7,3,62
18,"Yes",4,2,66
9,"Yes",7,2,64
17,"No",8,3,66
16,"No",9,1,60
16,"Yes",7,4,65
18,"Yes",7,2,66
16,"No",10,3,64
22,"No",7,3,66
15,"Yes",7,3,66
14,"No",5,5,63
10,"Yes",10,2,66
22,"No",8,2,61
6,"Yes",9,2,65
11,"No",8,3,62
11,"Yes",8,4,61
16,"Yes",6,3,65
15,"No",8,4,65
6,"Yes",5,4,66
18,"Yes",6,3,66
12,"No",6,1,63
11,"No",8,3,64
23,"No",9,2,65
11,"Yes",10,3,61
27,"No",7,3,66
5,"No",9,3,60
19,"No",7,1,62
26,"Yes",5,5,66
3,"Yes",6,1,57
15,"Yes",4,4,66
23,"Yes",6,3,66
22,"Yes",7,3,65
19,"Yes",9,3,63
25,"Yes",8,3,63
9,"Yes",8,5,63
13,"Yes",6,0,60
21,"Yes",4,3,65
20,"No",8,2,62
9,"No",4,4,65
15,"Yes",6,3,66
21,"Yes",7,2,60
22,"Yes",7,4,62
14,"Yes",6,3,61
15,"No",10,4,63
21,"No",6,3,66
6,"No",6,4,65
11,"Yes",9,2,64
12,"Yes",7,3,61
20,"No",6,2,64
11,"Yes",6,4,64
16,"Yes",7,1,66
10,"Yes",4,3,65
11,"No",8,3,64
20,"No",6,3,62
16,"Yes",7,2,62
25,"No",6,4,64
19,"No",8,3,65
17,"Yes",6,3,66
15,"Yes",6,3,63
20,"Yes",8,2,64
12,"No",8,5,63
28,"No",8,3,66
16,"Yes",8,2,66
7,"Yes",9,3,66
16,"Yes",6,3,65
22,"No",5,2,66
14,"No",8,2,64
13,"No",7,5,65
23,"Yes",7,4,64
13,"No",8,4,64
13,"No",5,4,58
14,"No",7,3,61
19,"Yes",6,4,66
10,"Yes",10,2,62
15,"No",7,3,61
20,"Yes",7,3,64
23,"No",8,2,65
21,"Yes",6,1,63
15,"Yes",6,3,65
33,"No",7,2,66
18,"No",7,4,61
21,"Yes",7,3,66
11,"No",10,3,63
16,"Yes",4,4,62
15,"Yes",7,3,64
11,"No",7,4,63
10,"No",7,2,61
25,"Yes",4,2,64
18,"No",6,3,66
15,"No",6,3,66
18,"Yes",9,3,62
22,"Yes",6,4,65
21,"Yes",5,3,66
18,"Yes",7,2,63
15,"Yes",5,4,64
27,"Yes",9,2,66
21,"No",7,3,65
23,"Yes",9,4,65
15,"Yes",4,3,66
12,"Yes",6,4,62
12,"No",8,5,66
28,"Yes",7,2,65
27,"Yes",7,3,65
19,"Yes",9,1,65
18,"Yes",7,2,65
22,"No",7,1,66
24,"No",6,5,66
21,"No",9,2,65
19,"Yes",6,3,59
20,"No",7,3,63
24,"No",5,4,65
13,"No",6,4,61
21,"Yes",8,2,65
16,"No",6,2,61
13,"Yes",7,3,59
22,"No",9,2,63
23,"Yes",6,2,66
23,"Yes",6,2,65
15,"No",4,3,66
19,"Yes",8,4,66
15,"No",8,5,66
15,"No",8,2,61
21,"Yes",10,3,65
15,"Yes",5,3,59
11,"Yes",6,5,61
20,"No",6,3,66
15,"Yes",7,4,63
13,"No",6,3,63
17,"Yes",8,3,65
20,"No",8,3,66
20,"Yes",10,4,65
19,"No",9,3,66
18,"No",7,2,65
22,"Yes",7,2,65
15,"Yes",7,3,65
15,"No",6,4,64
19,"Yes",6,3,64
21,"Yes",6,2,66
25,"Yes",8,3,66
12,"Yes",7,2,66
16,"No",6,4,65
23,"No",8,3,64
18,"Yes",7,3,65
26,"Yes",8,0,66
10,"No",8,2,64
20,"Yes",5,4,66
20,"Yes",8,3,65
26,"Yes",6,2,66
14,"No",8,1,60
16,"No",8,3,64
4,"No",4,4,64
19,"No",9,3,66
17,"Yes",7,4,60
18,"Yes",6,1,62
13,"Yes",4,2,65
13,"No",7,3,66
20,"No",9,2,64
21,"Yes",7,4,63
17,"Yes",6,2,61
12,"No",8,5,61
15,"Yes",10,4,65
10,"No",9,2,65
18,"No",9,2,65
11,"No",6,4,66
16,"Yes",7,3,63
18,"No",8,2,65
5,"Yes",8,5,65
16,"Yes",6,3,66
20,"No",8,3,62
22,"No",8,2,65
28,"Yes",9,3,65
23,"Yes",9,3,66
23,"Yes",6,5,66
10,"No",9,3,63
17,"No",9,3,65
7,"Yes",7,3,64
12,"Yes",7,3,66
14,"Yes",5,3,65
18,"Yes",6,1,66
19,"Yes",5,3,66
20,"No",8,1,64
19,"Yes",7,3,65
18,"Yes",6,3,63
25,"No",4,3,64
13,"Yes",8,4,66
20,"No",6,3,65
26,"Yes",9,4,64
16,"No",9,3,64
16,"No",4,4,63
14,"Yes",5,4,64
29,"No",9,3,64
23,"Yes",6,3,65
24,"No",9,2,65
14,"No",8,3,66
16,"Yes",8,3,65
11,"Yes",8,2,63
8,"Yes",7,3,65
26,"No",8,2,65
15,"Yes",8,3,61
20,"Yes",6,4,65
20,"No",9,4,66
27,"No",6,2,65
13,"No",7,3,65
17,"Yes",10,3,65
26,"Yes",7,3,66
20,"No",8,1,62
18,"Yes",6,4,66
28,"No",8,2,66
17,"Yes",8,2,64
12,"No",7,2,60
12,"Yes",9,3,63
17,"No",9,2,60
18,"Yes",4,4,65
17,"Yes",8,4,66
19,"No",9,2,64
19,"Yes",5,3,66
20,"No",8,3,66
20,"No",9,2,63
17,"Yes",7,3,62
16,"No",8,4,66
8,"No",7,4,60
19,"No",9,3,64
8,"Yes",7,3,60
25,"Yes",6,3,66
19,"Yes",10,3,65
6,"Yes",6,5,65
15,"No",6,4,66
17,"Yes",9,3,64
18,"No",8,2,66
27,"No",5,1,63
28,"No",7,4,66
25,"No",6,4,63
20,"No",9,4,60
19,"Yes",9,1,66
11,"Yes",5,0,60
12,"No",6,3,64
25,"No",6,4,65
15,"No",6,2,65
23,"Yes",8,1,65
20,"Yes",9,2,65
22,"Yes",10,2,65
22,"Yes",6,3,64
22,"Yes",7,3,61
16,"No",6,3,66
12,"No",7,2,61
13,"Yes",7,4,63
21,"Yes",5,2,66
15,"Yes",9,3,65
16,"Yes",7,4,66
4,"Yes",7,2,58
11,"No",8,3,60
21,"Yes",6,2,65
18,"Yes",6,2,62
12,"Yes",6,2,65
9,"No",9,5,63
12,"No",6,4,64
15,"Yes",5,3,64
15,"Yes",5,4,65
6,"Yes",6,2,60
18,"Yes",10,1,61
13,"No",8,3,61
16,"No",5,3,64
11,"No",5,3,66
13,"Yes",5,3,65
16,"No",6,1,66
21,"Yes",7,2,65
24,"No",6,4,66
13,"No",5,3,63
15,"Yes",4,1,65
23,"No",8,4,66
20,"Yes",6,2,65
21,"No",6,5,65
9,"Yes",6,4,66
24,"No",7,3,64
15,"Yes",7,3,65
19,"Yes",5,4,65
22,"No",10,3,64
24,"Yes",7,3,64
8,"Yes",7,0,61
15,"No",8,3,65
19,"No",7,1,60
15,"No",8,3,64
24,"No",7,3,65
14,"Yes",4,3,66
27,"Yes",8,3,65
13,"No",9,2,63
23,"No",7,2,66
18,"Yes",7,2,62
13,"Yes",6,5,61
29,"Yes",4,4,66
15,"No",8,4,62
18,"Yes",8,3,63
21,"No",7,2,65
4,"Yes",6,3,59
22,"Yes",8,4,64
22,"No",7,4,65
16,"No",9,4,66
17,"No",6,4,64
14,"No",8,4,65
22,"Yes",7,2,64
4,"Yes",8,5,62
9,"Yes",6,2,64
19,"Yes",6,2,66
20,"Yes",4,3,64
22,"No",7,3,66
27,"Yes",8,4,66
22,"No",8,3,66
16,"No",8,3,65
18,"Yes",7,4,64
19,"Yes",8,3,65
29,"Yes",7,4,65
12,"Yes",8,4,64
17,"Yes",7,3,64
21,"Yes",7,4,65
16,"Yes",8,3,62
14,"Yes",6,4,64
22,"No",5,3,64
18,"No",8,3,65
11,"No",8,3,63
30,"Yes",7,5,66
15,"Yes",6,4,65
19,"Yes",7,3,66
13,"Yes",8,2,66
16,"Yes",10,4,64
17,"No",7,3,66
9,"Yes",6,2,64
20,"No",6,4,65
15,"Yes",9,4,64
